,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,PerformanceRating
0,-4.4797935745322075,-1.625799605997355,1.0481524637879958,0.9356890228558161,-0.917397191120856,1.0277828016346569,-0.8315387568467941,-1.4712378392212682,0.5151837567101375,0.4494978061058702,-1.2428653296897938,-0.16977154173895398,-0.8593278959332573,-0.2631050601728592,1.361126209267112,-0.655417805205958,0.8885248839463747,0.0997237823178738,-0.4706070616459853,0.012551823372859485,0.1923657583451296,0.1990545606595951,-0.5028907362905444,0.22833715281573214,-0.352744288518331,3
1,-4.356073800672291,-0.06828908459610368,2.016173878959255,1.5167825598014224,0.4188641500881901,-0.5825346369820161,-1.714893885369872,0.026680837075221946,0.9852777261265802,0.8307246040105992,-1.7235565666115082,1.1714812044903333,0.2655749883633109,0.2764253312481087,0.13361474257891023,-0.1576636362619325,0.5058845381894598,-0.35913419592114176,0.4208030464384786,-0.9290580163248249,-0.49504058408098456,0.30601854863835337,-0.8883671294954404,-0.2372359858624135,-0.7100424708480821,3
2,-4.2431805938977805,2.5609616211014368,4.3630719099495705,-0.1825322754473501,-1.7738799941323393,-0.36287313879931116,-0.4315275679412902,1.3080317997112447,0.4497808964476449,1.9575299671387671,0.18935495979822345,2.290069103793372,-1.1978075888104176,0.13115984063522979,0.7868889415959657,-1.2679364705251404,-0.624627608492737,0.5046827453754031,0.5591949379479763,0.08161800299328771,-0.2560915179478375,-0.2428722873699231,-0.43472444005322586,-0.35672382507329714,0.6469960383195561,4
3,3.0137484824404615,0.7259831169811217,2.326672073071529,3.2881827864453683,2.3095736025669265,1.9099851671963508,1.0831191552110457,-0.22678647572416308,-0.11298768769645223,-0.1911315560615657,-0.13919677632127697,-1.4086158340271528,-0.3840199009641533,1.1510026166434515,0.5049615044176805,1.5581036815899336,-0.27350099218643803,0.891281459698945,-1.533582882038943,0.7000661880153936,0.11340176353334976,-0.18643848269770205,-0.5660170999849243,-0.06606873024937839,-0.5000483553247232,3
4,-4.246564872071731,5.966600449714769,-0.2463020573489167,0.7899785226475738,2.096761255503169,-1.7123393665878457,0.7690247723747172,-0.516949716080137,0.7885774242556385,1.1256382610100633,-1.6424601310549827,0.14282769628746458,-0.7278650435411966,-0.05162604892069036,-1.5095159285817121,0.6522736700913012,0.6141788039500118,-0.29579284753960783,0.9704685562329746,-1.1799837743718824,0.7938592310678624,-0.10704606740134304,-0.21816737377286882,0.45697289805368757,-0.14789420816694582,3
5,-3.3372510087890235,-1.736375433426806,1.0909281202988168,-0.3737895039303194,-1.4838690322599666,-0.5640975174226021,-1.711832233066916,1.1776294475661477,0.27605631174326195,1.3307524663797041,2.0130721316484608,1.6792984160898685,1.5431334228600992,0.1069291764675532,1.1925520596630057,0.6094781185388369,0.32291027230971125,-0.0602448510849432,-0.6781069783718581,1.1507121027331062,0.32561146833414223,-0.25041691295485785,-0.3082205314315443,0.4110454907506004,-0.0907359336174131,4
6,-0.34280111047220346,4.416655794839527,-1.3269348641361756,1.2799355562059826,-0.5828017018310345,-0.0816767456163383,-0.8570998142442976,-0.5981980664046951,0.9379436495837298,0.31126629842788395,-1.1253899957987528,1.3321507355826454,-0.47906210848458475,-0.3893377717565963,-1.7873726922709796,-0.5291513320179428,0.4890406199325363,-0.25843172245375856,0.8835046382509115,-0.760546807542501,0.6604433014666218,0.09113044461022157,-0.35461009598465437,0.43125950605953856,-0.21099707709516655,3
7,-3.2840983805968036,3.9887517004497797,0.059009966999482806,-0.7409361204629068,-1.7106819493696597,-2.74140414493328,0.566855743910516,-1.4675847954853054,-0.9256534439597582,-1.032416744494519,1.570581593503416,0.6504429673448127,0.8048971414544895,-0.19115177459432267,0.49113856634858916,-0.10986645700828203,-0.9949815396623517,1.6421098015832747,-0.2479516117166313,-0.6344971087062814,0.13821034493205778,0.2604225946246038,0.23486080363246073,-1.108788699164519,0.36236775703526264,3
8,-3.134083109356484,6.285827528876227,0.41512011689116,-0.8524232283818363,-0.20543842608342083,-1.3144941459084447,1.8319538591093125,1.5641070963637944,-1.6649931352491991,0.5661516853549498,-0.6283400417718668,0.49961702421360016,-0.0645296888622709,0.4353703498682627,1.1202511536948347,-0.8775412595263309,-0.21157466017579019,-1.4588475048671843,0.8073654781438986,1.4731041642085054,0.6582076331931208,-0.7957829621579591,0.7759621129459288,-0.15199651985022958,-0.24284074179314974,3
9,-3.2975459958203346,1.7473883679807545,-1.4383459893766863,-1.179455228646649,1.1492139808723258,0.04445594166938566,-2.119581806893631,-0.5466358888724039,0.21021791947606808,-1.3555310609990583,1.2763376127971238,-0.03687842688219681,-0.002898060225324748,-0.008954432479221846,0.4662378466376242,-0.11151834126570048,-1.0419659987512966,-0.6721838274577092,-0.7561794862356703,-0.18942963572979066,0.26594011206083323,0.07939552040479385,0.6698369065117552,-0.4287239680615405,0.4213016990659888,3
10,-3.396978029279957,-0.5513475546742581,-0.4357908756918662,-0.31712039877250664,0.8596750745359059,-0.20599788992164753,1.241735564575741,-0.7499278812416739,0.7803875323181012,0.05892840167174485,-0.16948978397548906,0.09733872699404784,1.9204623429732346,-0.24371369611449892,0.4554050798721278,0.5883680336615129,-0.7451523697842588,1.1093013848603364,2.1806667644359354,-0.12074919829179281,-0.07430579245033632,0.42919429690867955,-0.30988116076111843,0.39538803496542313,-0.1581692693785087,3
11,-4.079364482894806,6.98372365854823,2.57405649299068,0.10427619861531517,-0.43158487278305085,0.6237724308648318,-1.8259799844615692,-1.1456654611596668,-0.39603915480269486,0.8528941815678722,-0.7900551459610445,0.07829623879353553,-0.3187144664204337,0.7093071418207667,0.9134938807154706,0.9900783600754448,0.668170518365022,0.06256969707165663,-0.18601762266980287,1.1415579621339227,-0.03860997955330388,2.3821660925437462,-0.35027555092550305,-1.2478040476301053,-0.1847041174406492,3
12,-4.299343598327284,4.307220803132797,1.2240667600743587,0.8851838707160412,-1.324926684312068,0.3571767876423671,1.9676939454177043,-0.5857999076902285,3.27141509445381,1.0206682132956606,0.18052637697926954,0.21014849042002534,-1.2504010251008482,-2.2638059843462472,-0.875604493858276,1.65470028762984,0.1439646845730679,0.2221585088637232,-1.4968645513320282,0.27460581789814525,0.09504167139872186,0.06402167299535734,-0.45713807427540504,0.2018770012978141,-0.22186102597443197,4
13,-0.6452672636125272,-1.7612996829194956,-2.7768614807392322,-1.262103125539927,0.4343108589069337,-0.415712625274786,-0.954402507377384,-0.13644959965576023,0.10782586449711355,-1.1798266203311818,-0.7461287972205533,-0.3700887789636304,-0.7862314063784178,-1.6880547279789178,0.24795424637426716,0.018351633653381334,-0.012238962610357349,-0.3075391976466884,-0.2518955144916805,-0.2561209765226548,0.1689950436589026,-0.030533761421949024,-0.2760643791233504,0.44181327218280597,-0.07639601388537279,3
